quote,code
"We must annex those people. We can afflict them with our wise and beneficent government. We can introduce the novelty of thieves, all the way up from street-car pickpockets to municipal robbers and Government defaulters, and show them how amusing it is to arrest them and try them and then turn them loose -- some for cash and some for ''political influence.'' We can make them ashamed of their simple and primitive justice. We can make that little bunch of sleepy islands the hottest corner on earth, and array it in the moral splendor of our high and holy civilization. Annexation is what the poor islanders need. ''Shall we to men benighted, the lamp of life deny?''",
Civilization is a limitless multiplication of unnecessary necessities,
"Is it, perhaps, possible that there are two kinds of civilization one for home consumption and one for the heathen market?",
Citizenship is what makes a republic; monarchies can get along without it,
"Every citizen of the republic ought to consider himself an unofficial policeman, and keep unsalaried watch and ward over the laws and their execution",
"In certain trying circumstances, urgent circumstances, desperate circumstances, profanity furnishes a relief denied even to prayer.",
"Circumstance - which moves by laws of its own, regardless of parties and policies, and whose decrees are final and must be obeyed by all - and will be",
"Circumstances make man, not man circumstances.",
When your watch gets out of order you have choice of two things to do: throw it in the fire or take it to the watch-tinker. The former is the quickest.,
"The most interesting information comes from children, for they tell all they know and then stop",
A healthy and wholesome cheerfulness is not necessarily impossible to any occupation,
"The true charm of pedestrianism does not lie in the walking, or in the scenery, but in the talking. The walking is good to time the movement of the tongue by, and to keep the blood and the brain stirred up and active; the scenery and the woodsy smells are good to bear in upon a man an unconscious and unobtrusive charm and solace to eye and soul and sense; but the supreme pleasure comes from the talk.",
Some civilized women would lose half their charm without dress and some would lose all of it.,
"How often we recall, with regret, that Napoleon once shot at a magazine editor and missed him and killed a publisher. But we remember with charity that his intentions were good.",
Remember the poor - it costs nothing,
Children have but little charity for one another's defects,
"What do you call love, hate, charity, revenge, humanity, magnanimity, forgiveness? Different results of the one master impulse: the necessity of securing one's self-approval",
"In all the ages, three-fourths of the support of the great charities has been conscience money",
"It is not worthwhile to try to keep history from repeating itself, for man's character will always make the preventing of the repetitions impossible",
"There is a good side and a bad side to most people, and in accordance with your own character and disposition you will bring out one of them and the other will remain a sealed book to you",
"Every one is a moon, and has a dark side which he never shows to anybody",
God puts something good and something lovable in every man His hands create.,
"To arrive at a just estimate of a renowned man's character one must judge it by the standards of his time, not ours.",
"When one's character begins to fall under suspicion and disfavor, how swift, then, is the work of disintegration and destruction",
Education is the path from cocky ignorance to miserable uncertainty.,
Put all your eggs in one basket and then watch that basket.,
A man's character may be learned from the adjectives which he habitually uses in conversation,
"Of all God's creatures there is only one that cannot be made the slave of the lash. That one is the cat. If man could be crossed with a cat it would improve man, but it would deteriorate the cat.",
The calamity that comes is never the one we had prepared ourselves for,
In all my travels the thing that has impressed me the most is the universal brotherhood of man what there is of it.,
"The universal brotherhood of man is our most precious possession, what there is of it",
We need not worry so much about what man descends from; it's what he descends to that shames the human race.,
"Manifestly, dying is nothing to a really great and brave man",
"Except a creature be part coward it is not a compliment to say it is brave; it is merely a loose application of the word.  Consider the flea! -- incomparably the bravest of all the creatures of God, if ignorance of fear were courage.",
"Except a creature be part coward, it is not a compliment to say he is brave; it is merely a loose misapplication of the word",
"The miracle, or the power, that elevates the few is to be found in their industry, application, and perseverance under the prompting of a brave, determined spirit.",
"A most moving and pulse-stirring honor - the heartfelt grope of the hand, and the welcome that does not descend from the pale, gray matter of the brain but rushes up with the red blood of the heart",
"Let us guess that whenever we read a sentence and like it, we unconsciously store it away in our model-chamber; and it goes, with the myriad of its fellows, to the building, brick by brick, of the eventual edifice which we call our style",
"When you fish for love, bait with your heart, not your brain",
"The true charm of pedestrianism does not lie in the walking, or in the scenery, but in the talking. The walking is good to time the movement of the tongue by, and to keep the blood and the brain stirred up and active . . .",
"Life does not consist mainly, or even largely, of facts and happenings. It consists mainly of the storm of thought that is forever flowing through one's head.",
There comes a time in every rightly constructed boy's life when he has a raging desire to go somewhere and dig for hidden treasure.,
Methuselah lived to be 969 years old. You boys and girls will see more in the next fifty years than Methuselah saw in his whole lifetime.,
We have nine children now half boys and half girls.,
"The holy passion of Friendship is of so sweet and steady and loyal and enduring a nature that it will last through a whole life - time, if not asked to lend money",
"When I am king, they shall not have bread and shelter only, but also teachings out of books, for a full belly is little worth where the mind is starved",
People are much more willing to lend you books than bookcases.,
Just the omission of Jane Austen's books alone would make a fairly good library out of a library that hadn't a book in it.,
"If He Tom Sawyer had been a great and wise philosopher, like the writer of this book, he would now have comprehended that Work consists of whatever a body is obliged to do and Play consists of whatever a body is not obliged to do.",
Books are for people who wish they were somewhere else.,
A classic is a book which people praise and don't read.,
"[(CNN) --] Four years at West Point and plenty of books and schooling will learn a man a great deal, ... It won't learn him the river.",
"We get our morals from books. I didn't get mine from books, but I know that morals do come from books theoretically, at least.",
Great books are weighed and measured by their style and matter and not by the trimmings and shadings of their grammer,
Experience of life (not of books) is the only capital usable in such a book as you have attempted; one can make no judicious use of this capital while it is new,
A classic is something that everybody wants to have read and nobody wants to read.,
There are some books that refuse to be written. They stand their ground year after year and will not be persuaded. It isn't because the book is not there and worth being written -- it is only because the right form of the story does not present itself. There is only one right form for a story and if you fail to find that form the story will not tell itself.,
"Heroine: girl who is perfectly charming to live with, in a book.",
"I have studied it often, but I never could discover the plot",
"A big leather-bound volume makes an ideal razor strap. A thin book is useful to stick under a table with a broken caster to steady it. A large, flat atlas can be used to cover a window with a broken pane. And a thick, old-fashioned heavy book with a clasp is the finest thing in the world to throw at a noisy cat.",
"Four years at West Point and plenty of books and schooling will learn a man a great deal, It won't learn him the river.",
"A successful book is not made of what is in it, but what is left out of it",
A good and wholesome thing is a little harmless fun in this world; it tones a body up and keeps him human and prevents him from souring.,
It was enough to make a body ashamed of the human race,
To promise not to do a thing is the surest way in the world to make a body want to go and do that very thing,
"A great soul, with a great purpose, can make a weak body strong and keep it so",
"You should never do anything wicked and lay it on your brother, when it is just as convenient to lay it on some other boy",
"I was born modest; not all over, but in spots.",
Why is it that we rejoice at a birth and grieve at a funeral?  It is because we are not the person involved,
She was not quite what you would call refined. She was not quite what you would call unrefined. She was the kind of person that keeps a parrot.,
"There was never yet an uninteresting life. Such a thing is an impossibility. Inside of the dullest exterior there is a drama, a comedy, and a tragedy.",
Biographies are but the clothes and buttons of a man - the biography of the man himself cannot be written,
"A man's house burns down. The smoking wreckage represents only a ruined home that was dear through years of use and pleasant associations. By and by, as the days and weeks go on, first he misses this, then that, then the other thing. And when he casts about for it he finds that it was in that house. Always it is an essential -- there was but one of its kind. It cannot be replaced. It was in that house. It is irrevocably lost. It will be years before the tale of lost essentials is complete, and not till then can he truly know the magnitude of his disaster.",
We do no benevolences whose first benefit is not for ourselves,
Benefit of clergy: Half-rate on the railroad,
To believe yourself brave is to be brave; it is the one only essential thing,
True irreverence is disrespect for another man's god,
I believe that our Heavenly Father invented man because he was disappointed in the monkey,
"We despise all reverences and all objects of reverence which are outside the pale of our list of sacred things and yet, with strange inconsistency, we are shocked when other people despise and defile the things which are holy for us",
"If the man doesn't believe as we do, we say he is a crank, and that settles it. I mean, it does nowadays, because now we can't burn him.",
One of the proofs of the immortality of the soul is that myriads have believed it - they also believed the world was flat,
I thoroughly believe that any man who's got anything worthwhile to say will be heard if he only says it often enough.,
In God We Trust. I don't believe it would sound any better if it were true.,
"Facts, or what a man believes to be facts, are always delightful - Get your facts first, and - then you can distort 'em as much as you please",
Yet it was the schoolboy who said Faith is believing what you know ain't so,
The banging and slamming and booming and crashing were something beyond belief.,
"If there is one thing that will make a man peculiarly and insufferable self-conceited, it is to have his stomach behave itself, the first day at sea, when nearly all his comrades are seasick",
"In the beginning of a change, the Patriot is a scarce man, Brave, Hated, and Scorned. When his cause succeeds however,the timid join him, For then it costs nothing to be a Patriot.",
After all these years I see that I was mistaken about Eve in the beginning; it is better to live outside the Garden with her than inside it without her.,
"There is no end to the laws, and no beginning to the execution of them",
"We are all beggars, each in his own way.",
"Surgeons and anatomists see no beautiful women in all their lives, but only a ghastly stack of bones with Latin names to them, and a network of nerves and muscles and tissues inflamed by disease.",
A banker is a fellow who lends his umbrella when the sun is shining and wants it back the minute it begins to rain.,
It's good sportsmanship not to pick up lost balls while they are still rolling,
"Taking the pledge will not make bad liquor good, but it will improve it",
A man may have no bad habits and have worse,
"A soiled baby, with a neglected nose, cannot be conscientiously regarded as a thing of beauty.",
A baby is an inestimable blessing and bother,
"We have not all had the good fortune to be ladies. We have not all been generals, or poets, or statesmen; but when the toast works down to the babies, we stand on common ground.",
Conformity-the natural instinct to passively yield to that vague something recognized as authority,
It is my custom to keep on talking until I get the audience cowed,
There is nothing in the world like a persuasive speech to fuddle the mental apparatus and upset the convictions and debauch the emotions of an audience not practiced in the tricks and delusions of oratory,
The man with a new idea is a crank until the idea succeeds,
A scientist will never show any kindness for a theory which he did not start himself.,
My books are water; those of great geniuses are wine everybody drinks water,
I like a good story well told. That is the reason I am sometimes forced to tell them myself.,
"My idea of our civilization is that it is a shoddy, poor thing and full of cruelties, vanities, arrogances, meannesses and hypocrisies",
"The offspring of riches: Pride, vanity, ostentation, arrogance, tyranny",
"I am prepared to meet anyone, but whether anyone is prepared for the great ordeal of meeting me is another matter.",
"That's what an army is - a mob; they don't fight with courage that's born in them, but with courage that's borrowed from their mass, and from their officers.",
I am losing enough sleep to supply a worn-out army.,
"That's what an army is -- a mob; they don't fight with courage that's born in them, but with courage that's borrowed from their mass, and from their officers.",
"It is nobler to be good, and it is nobler to teach others to be good -- and less trouble!",
There is nothing like instances to grow hair on a bald-headed argument.,
"It is a wise child that knows its own father, and an unusual one that unreservedly approves of him",
To be vested with enormous authority is a fine thing; but to have the on-looking world consent to it is a finer.,
"We can secure other people's approval, if we do right and try hard; but our own is worth a hundred of it, and no way has been found out of securing that",
"It may be called the master passion, the hunger for self-approval",
A man cannot be uncomfortable without his own approval,
Next to possessing genius one's self is the power of appreciating it in others,
One is apt to overestimate beauty when it is rare,
One can enjoy a rainbow without necessarily forgetting the forces that made it,
Nature makes the locust with an appetite for crops; man would have made him with an appetite for sand,
Last week I stated that this woman was the ugliest woman I had ever seen. I have since been visited by her sister and now wish to withdraw that statement.,
Tomorrow night I appear for the first time before a Boston audience 4000 critics.,
Had double chins all the way down to his stomach,
"Barring that natural expression of villainy which we all have, the man looked honest enough.",
When red-haired people are above a certain social grade their hair is auburn,
"The poetry is all in the anticipation, for there is none in reality",
"Therein lies the defect of revenge: it's all in the anticipation; the thing itself is a pain, not a pleasure; at least the pain is the biggest end of it.",
I have been studying the traits and dispositions of the lower animals (so called) and contrasting them with the traits and dispositions of man. I find the result humiliating to me.,
"Of all the animals, man is the only one that is cruel. He is the only one that inflicts pain for the pleasure of doing it",
"Of all God's creatures there is only one that cannot be made the slave of the lash.  That one is the cat.  If man could be crossed with a cat it would improve man, but it would deteriorate the cat.",
"Indecency, vulgarity, obscenity- these are strictly confined to man; he invented them. Among the higher animals there is no trace of them.",
"Ignorant people think it's the noise which fighting cats make that is so aggravating, but it ain't so; it's the sickening grammar they use",
"If animals could speak, the dog would be a blundering outspoken fellow; but the cat would have the rare grace of never saying a word too much.",
"It takes me along time to lose my temper, but once lost I could not find it with a dog",
"In Boston they ask, how much does he know? In New York, how much is he worth? In Philadelphia, who were his parents?",
When people do not respect us we are sharply offended; yet in his private heart no man much respects himself.,
"What, sir, would the people of the earth be without woman? They would be scarce, sir, almighty scarce.",
What is the difference between a taxidermist and a tax collector? The taxidermist takes only your skin.,
"There are several good protections against temptation, but the surest is cowardice.",
The public is the only critic whose opinion is worth anything at all.,
"The most interesting information comes from children, for they tell all they know and then stop.",
Prosperity is the best protector of principle.,
Part of the secret of a success in life is to eat what you like and let the food fight it out inside.,
Necessity is the mother of taking chances.,
Let us live so that when we come to die even the undertaker will be sorry.,
"It is by the goodness of God that in our country we have those three unspeakably precious things: freedom of speech, freedom of conscience, and the prudence never to practice either of them.",
It could probably be shown by facts and figures that there is no distinctly native criminal class except Congress.,
"If you tell the truth, you don't have to remember anything.",
"I was gratified to be able to answer promptly, and I did. I said I didn't know.",
Civilization is the limitless multiplication of unnecessary necessities.,
"Buy land, they're not making it anymore.",
A person with a new idea is a crank until the idea succeeds.,
A lie can travel half way around the world while the truth is putting on its shoes.,
"Courage is resistance to fear, mastery of fear, not absence of fear.",
Familiarity breeds contempt - and children.,
Everything has its limit - iron ore cannot be educated into gold.,
Classic.' A book which people praise and don't read.,
"The more you explain it, the more I don't understand it.",
"Man will do many things to get himself loved, he will do all things to get himself envied.",
"Grief can take care if itself, but to get the full value of a joy you must have somebody to divide it with.",
Always do right. This will gratify some people and astonish the rest.,
It is curious that physical courage should be so common in the world and moral courage so rare.,
Man was made at the end of the week's work when God was tired.,
Words are only painted fire; a look is the fire itself.,
When red-haired people are above a certain social grade their hair is auburn.,
"Reader, suppose you were an idiot. And suppose you were a member of Congress. But I repeat myself.",
"We are all alike, on the inside.",
"What a wee little part of a person's life are his acts and his words! His real life is led in his head, and is known to none but himself.",
Thousands of geniuses live and die undiscovered - either by themselves or by others.,
"The more things are forbidden, the more popular they become.",
Never put off till to-morrow what you can do day after to-morrow just as well.,
All you need is ignorance and confidence and the success is sure.,
When in doubt tell the truth.,
Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved.,
A man's character may be learned from the adjectives which he habitually uses in conversation.,
"When you fish for love, bait with your heart, not your brain.",
My books are like water; those of the great geniuses are wine. (Fortunately) everybody drinks water.,
There are people who can do all fine and heroic things but one: keep from telling their happinesses to the unhappy.,
"Grief can take care of itself, but to get the full value of a joy you must have somebody to divide it with.",
It is not best that we should all think alike; it is a difference of opinion that makes horse races.,
"As an example to others, and not that I care for moderation myself, it has always been my rule never to smoke when asleep, and never to refrain from smoking when awake.",
It is better to deserve honors and not have them than to have them and not deserve them.,
Fiction is obliged to stick to possibilities. Truth isn't.,
Kindness is the language which the deaf can hear and the blind can see.,
I have been complimented many times and they always embarrass me; I always feel that they have not said enough.,
"The man who is a pessimist before 48 knows too much; if he is an optimist after it, he knows too little.",
"Any emotion, if it is sincere, is involuntary.",
Life would be infinitely happier if we could only be born at the age of eighty and gradually approach eighteen.,
Substitute damn every time you're inclined to write very; your editor will delete it and the writing will be just as it should be.,
Let us not be too particular; it is better to have old secondhand diamonds than none at all.,
"My mother had a great deal of trouble with me, but I think she enjoyed it.",
To be good is noble; but to show others how to be good is nobler and no trouble.,
One of the most striking differences between a cat and a lie is that a cat has only nine lives.,
"Under certain circumstances, profanity provides a relief denied even to prayer.",
I never let schooling interfere with my education.,
"There are basically two types of people. People who accomplish things, and people who claim to have accomplished things. The first group is less crowded.",
A round man cannot be expected to fit in a square hole right away. He must have time to modify his shape.,
"Facts are stubborn, but statistics are more pliable.",
"Such is the human race, often it seems a pity that Noah... didn't miss the boat.",
I can live for two months on a good compliment.,
"Drag your thoughts away from your troubles... by the ears, by the heels, or any other way you can manage it.",
Giving up smoking is the easiest thing in the world. I know because I've done it thousands of times.,
"The trouble ain't that there is too many fools, but that the lightning ain't distributed right.",
"Humor must not professedly teach and it must not professedly preach, but it must do both if it would live forever.",
The secret source of humor is not joy but sorrow; there is no humor in Heaven.,
"Truth is stranger than fiction, but it is because Fiction is obliged to stick to possibilities; Truth isn't.",
"There are lies, damned lies and statistics.",
"Be careless in your dress if you will, but keep a tidy soul.",
Man is the only animal that blushes - or needs to.,
"All generalizations are false, including this one.",
"In the Spring, I have counted 136 different kinds of weather inside of 24 hours.",
What a good thing Adam had. When he said a good thing he knew nobody had said it before.,
The rule is perfect: in all matters of opinion our adversaries are insane.,
Better a broken promise than none at all.,
It's no wonder that truth is stranger than fiction. Fiction has to make sense.,
Few things are harder to put up with than the annoyance of a good example.,
"Truth is mighty and will prevail. There is nothing wrong with this, except that it ain't so.",
Cauliflower is nothing but cabbage with a college education.,
"Good friends, good books and a sleepy conscience: this is the ideal life.",
"There are times when one would like to hang the whole human race, and finish the farce.",
A man is never more truthful than when he acknowledges himself a liar.,
"Thunder is good, thunder is impressive; but it is lightning that does all the work.",
I was seldom able to see an opportunity until it had ceased to be one.,
"Don't tell fish stories where the people know you; but particularly, don't tell them where they know the fish.",
Don't let schooling interfere with your education.,
Biographies are but the clothes and buttons of the man. The biography of the man himself cannot be written.,
"Don't part with your illusions. When they are gone, you may still exist, but you have ceased to live.",
Loyalty to petrified opinion never yet broke a chain or freed a human soul.,
I have made it a rule never to smoke more that one cigar at a time.,
The man who does not read good books has no advantage over the man who cannot read them.,
Education consists mainly of what we have unlearned.,
"The educated Southerner has no use for an 'R', except at the beginning of a word.",
The Public is merely a multiplied me.,
Martyrdom covers a multitude of sins.,
"Prophesy is a good line of business, but it is full of risks.",
The best way to cheer yourself up is to try to cheer somebody else up.,
Wit is the sudden marriage of ideas which before their union were not perceived to have any relation.,
The wit knows that his place is at the tail of a procession.,
I make it a rule never to smoke while I'm sleeping.,
My books are water; those of the great geniuses are wine - everybody drinks water.,
The main difference between a cat and a lie is that a cat only has nine lives.,
Name the greatest of all inventors. Accident.,
Apparently there is nothing that cannot happen today.,
It ain't what you don't know that gets you into trouble. It's what you know for sure that just ain't so.,
I have never taken any exercise except sleeping and resting.,
I have never let my schooling interfere with my education.,
Against the assault of laughter nothing can stand.,
Never put off till tomorrow what you can do the day after tomorrow.,
"Water, taken in moderation, cannot hurt anybody.",
Truth is the most valuable thing we have. Let us economize it.,
"Only kings, presidents, editors, and people with tapeworms have the right to use the editorial we.",
"Ideally a book would have no order to it, and the reader would have to discover his own.",
"Why shouldn't truth be stranger than fiction? Fiction, after all, has to make sense.",
"The right word may be effective, but no word was ever as effective as a rightly timed pause.",
He is now rising from affluence to poverty.,
I've never let my school interfere with my education.,
There is no sadder sight than a young pessimist.,
Sometimes too much to drink is barely enough.,
Denial ain't just a river in Egypt.,
"All you need in this life is ignorance and confidence, and then success is sure.",
Advertisements contain the only truths to be relied on in a newspaper.,
"The human race has one really effective weapon, and that is laughter.",
"If man could be crossed with the cat, it would improve man but deteriorate the cat.",
Man - a creature made at the end of the week's work when God was tired.,
Many a small thing has been made large by the right kind of advertising.,
The human race is a race of cowards; and I am not only marching in that procession but carrying a banner.,
We Americans... bear the ark of liberties of the world.,
The difference between the right word and the almost right word is the difference between lightning and a lightning bug.,
Good breeding consists in concealing how much we think of ourselves and how little we think of the other person.,
"What would men be without women? Scarce, sir, mighty scarce.",
If you hold a cat by the tail you learn things you cannot learn any other way.,
"But who prays for Satan? Who, in eighteen centuries, has had the common humanity to pray for the one sinner that needed it most?",
Do the right thing. It will gratify some people and astonish the rest.,
"Climate is what we expect, weather is what we get.",
"George Washington, as a boy, was ignorant of the commonest accomplishments of youth. He could not even lie.",
Nothing so needs reforming as other people's habits.,
"It's not the size of the dog in the fight, it's the size of the fight in the dog.",
When a person cannot deceive himself the chances are against his being able to deceive other people.,
Don't say the old lady screamed. Bring her on and let her scream.,
"Let us make a special effort to stop communicating with each other, so we can have some conversation.",
A man cannot be comfortable without his own approval.,
"I am an old man and have known a great many troubles, but most of them never happened.",
Only one thing is impossible for God: To find any sense in any copyright law on the planet.,
It is just like man's vanity and impertinence to call an animal dumb because it is dumb to his dull perceptions.,
No sinner is ever saved after the first twenty minutes of a sermon.,
"To succeed in life, you need two things: ignorance and confidence.",
We have the best government that money can buy.,
It is better to take what does not belong to you than to let it lie around neglected.,
Loyalty to the country always. Loyalty to the government when it deserves it.,
Repartee is something we think of twenty-four hours too late.,
There is a charm about the forbidden that makes it unspeakably desirable.,
Be careful about reading health books. You may die of a misprint.,
It is better to keep your mouth closed and let people think you are a fool than to open it and remove all doubt.,
The human race has only one really effective weapon and that is laughter.,
Noise proves nothing. Often a hen who has merely laid an egg cackles as if she laid an asteroid.,
Work consists of whatever a body is obliged to do. Play consists of whatever a body is not obliged to do.,
"In Boston they ask, ''How much does he know?'' In New York, ''How much is he worth?'' In Philadelphia, ''Who were his parents?''",
There is no distinctly American criminal class - except Congress.,
"We have pacified some thousands of the islanders and buried them; destroyed their fields; burned their villages, and turned their widows and orphans out-of-doors; furnished heartbreak by exile to some dozens of disagreeable patriots; subjugated the remaining 10 millions by Benevolent Assimilation, which is the pious new name of the musket. And so, by these Providences of God -- and the phrase is the government's, not mine -- we are a World Power.",
There isn't a single human characteristic that can be safely labeled as ''American.'',
"America is built on a tilt, and everything loose slides towards California.",
"It was wonderful to find America, but it would have been more wonderful to miss it.",
"By common consent of all the nations and all the ages the most valuable thing in this world is the homage of men, whether deserved or undeserved.",
A conspiracy is nothing but a secret agreement of a number of men for the pursuance of policies which they dare not admit in public,
The older we grow the greater becomes our wonder at how much ignorance one can contain without bursting one's clothes.,
I am admonished in many ways that time is pushing me inexorably along. I am approaching the threshold of age; in 1977 I shall be 142. This is no time to be flitting about the earth. I must cease from the activities proper to youth and begin to take on the dignities and gravities and inertia proper to that season of honorable senility which is on its way.,
Life would be infinitely happier if we could only be born at the age of eighty and gradually approach eighteen,
(Twain on Cain): it was his misfortune to live in a dark age that knew not the beneficent Insanity Plea,
"When I was younger I could remember anything, whether it happened or not.",
I was young and foolish then; now I am old and foolish,
"When your friends begin to flatter you on how young you look, it's a sure sign you're getting old.",
The older we grow the greater becomes our wonder at how much ignorance one can contain without bursting one's clothes,
"Whatever a man's age, he can reduce it several years by putting a bright-colored flower in his button-hole.",
"We have no permanent brains until we are forty. Then they begin to harden, presently they petrify, then business begins. Since forty I have been regular about going to bed and getting up -- and that is one of the main things.",
"Beautiful credit! The foundation of modern society. Who shall say that this is not the golden age of mutual trust, of unlimited reliance upon human promises? That is a peculiar condition of society which enables a whole nation to instantly recognize point and meaning in the familiar newspaper anecdote, which puts into the mouth of a distinguished speculator in lands and mines this remark: -- ''I wasn't worth a cent two years ago, and now I owe two millions of dollars.''",
"When I was a boy of 14, my father was so ignorant I could hardly stand to have the old man around. But when I got to be 21, I was astonished at how much the old man had learned in seven years.",
Nothing that grieves us can be called little: by the eternal laws of proportion a child's loss of a doll and a king's loss of a crown are events of the same size,
"Genius has no youth, but starts with the ripeness of age and old experience.",
We can't reach old age by another man's road. My habits protect my life but they would assassinate you.,
The man who is a pessimist before forty-eight knows too much; if he is an optimist after it he knows too little,
"A public library is the most enduring of memorials, the trustiest monument for the preservation of an event or a name or an affection; for it, and it only, is respected by wars and revolutions, and survives them",
Man will do many things to get himself loved; he will do all things to get himself envied,
"There are no mistakes in life, there are only lessons to be learned: Adivce to the Youth.",
"My advice to girls: first, don't smoke to excess; second, don't drink to excess; third, don't marry to excess.",
It is better to give than receive- especially advice,
"When angry, count to four. When very angry, swear.",
"Have a place for everything and keep the thing somewhere else; this is not advice, it is merely custom.",
Never tell a lie except for practice.,
"We are always too busy for our children; we never give them the time or interest they deserve. We lavish gifts upon them; but the most precious gift, our personal association, which means so much to them, we give grudgingly.",
Be Yourself is about the worst advice you can give to people.,
Do something everyday that you don't want to do; this is the golden rule for acquiring the habit of doing your duty without pain.,
Pessimism is only the name that men of weak nerve give to wisdom.,
"Never learn to do anything. If you don't learn, you will always find someone else to do it for you.",
"I think a compliment ought always to precede a complaint, where one is possible, because it softens resentment and insures for the complaint a courteous and gentle reception",
He had only one vanity; he thought he could give advice better than any other person,
"The only way to keep your health is to eat what you don't want, drink what you don't like, and do what you'd rather not.",
"October. This is one of the peculiarly dangerous months to speculate in stocks in. The others are July, January, September, April, November, May, March, June, December, August, and February.",
"Don't part with your illusions. When they are gone you may still exist, but you have ceased to live.",
The best way to cheer yourself is to try to cheer someone else up.,
"By trying we can easily learn to endure adversity. Another man's, I mean.",
There is an old-time toast which is golden for its beauty. When you ascend the hill of prosperity may you not meet a friend.,
"By trying, we can easily learn to endure adversity another man's, I mean",
Necessity is the mother of taking chances,
There is probably no pleasure equal to the pleasure of climbing a dangerous Alp; but it is a pleasure which is confined strictly to people who can find pleasure in it,
A person who won't read has no advantage over one who can't read.,
"Fortune knocks at every man's door once in a life, but in a good many cases the man is in a neighboring saloon and does not hear her",
"Life should begin with age and its privileges and accumulations, and end with youth and its capacity to splendidly enjoy such advantages.",
The man who doesn't read good books has no advantage over the man who can't read them,
"I am a border ruffian from the State of Missouri,I am a Connecticut Yankee by adoption.In me you have Missouri morals,Connecticut culture;this gentlemaen,is the combination which makes the perfect man",
Etiquette requires us to admire the human race,
"He does not care for flowers. Calls them rubbish, and cannot tell one from another, and thinks it is superior to feel like that.",
"We are chameleons, and our partialities and prejudices change place with an easy and blessed facility, and we are soon wonted to the change and happy in it.",
There are people who can do all fine and heroic things but one: keep from telling their happiness to the unhappy,
The man that sets out to carry a cat by it's tail learns something that will always be useful and which will never grow dim or doubtful.,
"He had discovered a great law of human action, without knowing it- namely, in order to make a man or a boy covet a thing, it is only necessary to make the thing difficult to attain",
"Thunder is good, thunder is impressive; but it is lightning that does all the work",
"To do something, say something, see something, before anybody else - these are things that confer a pleasure compared with which other pleasures are tame and commonplace, other  cheap and trivial",
Action speaks louder than words but not nearly as often,
"I never did a thing in all my life, virtuous or otherwise that I didn't repent of within twenty-four hours",
"Thrusting my nose firmly between his teeth, I threw him heavily to the ground on top of me",
"Each man must for himself alone decide what is right and what is wrong, which course is patriotic and which isn't. You cannot shirk this and be a man. To decide against your conviction is to be an unqualified and excusable traitor, both to yourself and to your country, let them label you as they may.",
"A newspaper is not just for reporting the news as it is, but to make people mad enough to do something about it.",
Twenty years from now you will be more disappointed by the things that you didn't do than by the ones you did do. So throw off the bowlines. Sail away from the safe harbor. Catch the trade winds in your sails. Explore. Dream. Discover.,
"I'm glad I did it, partly because it was worth it, but mostly because I shall never have to do it again",
"To get the right word in the right place is a rare achievement. To condense the diffused light of a page of thought into the luminous flash of a single sentence, is worthy to rank as a prize composition just by itself...Anybody can have ideas--the difficulty is to express them without squandering a quire of paper on an idea that ought to be reduced to one glittering paragraph.",
It is easier to stay out than get out.,
...It is hard to overestimate how far a man can go in America if he looks good on a horse.,
There is nothing that saps one's confidence as the knowing how to do a thing,
Its easier to stay out than get out,
Accident is the name of the greatest of all inventors.,
A man is accepted into a church for what he believes and he is turned out for what he knows,
. . . a man must not hold himself aloof from the things which his friends and his community have at heart if he would be liked . . .,
Always obey your parents - when they are present.,
"When all is said and done, the one sole condition that makes spiritual happiness and preserves it is the absence of doubt",
"Of all the things I've lost, I miss my mind the most",
"I was gratified to be able to answer promptly, and I did. I said that I didn't know.",
"To succeed in the other trades, capacity must be shown; in the law, concealment of it will do",
You shouldn't try to teach a pig to sing. You waste your time and it annoys the pig.,
Perseverance is a principle that should be commendable in those who have judgment to govern it,
"There are no grades of vanity, there are only grades of ability in concealing it",
The first half of life consists of the capacity to enjoy without the chance; the last half of life consists of the chance without the capacity,
"I never could tell a lie that anybody would doubt, nor a truth that anybody would believe.",
"My own luck has been curious all my literary life; I never could tell a lie that anyone would doubt, not a truth that anybody would believe.",
"Anybody can write the first line of a poem, but is a very difficult task to make the second line rhyme with the first",
Work is a necessary evil to be avoided.,
It's good sportsmanship to not pick up lost golf balls while they are still rolling.,
Golf is a good walk spoiled.,
"Patriotism is supporting your country all the time, and your government when it deserves it.",
Patriot: the person who can holler the loudest without knowing what he is hollering about.,
The lack of money is the root of all evil.,
Honesty is the best policy - when there is money in it.,
"When we remember we are all mad, the mysteries disappear and life stands explained.",
I must have a prodigious quantity of mind; it takes me as much as a week sometimes to make it up.,
You can't depend on your eyes when your imagination is out of focus.,
Humor is mankind's greatest blessing.,
Everything human is pathetic. The secret source of humor itself is not joy but sorrow. There is no humor in heaven.,
The very ink with which history is written is merely fluid prejudice.,
There are people who can do all fine and heroic things but one - keep from telling their happiness to the unhappy.,
"Get your facts first, then you can distort them as you please.",
"By trying we can easily endure adversity. Another man's, I mean.",
A man who carries a cat by the tail learns something he can learn in no other way.,
"In the first place, God made idiots. That was for practice. Then he made school boards.",1
"I didn't attend the funeral, but I sent a nice letter saying I approved of it.",10
"Whenever you find yourself on the side of the majority, it is time to pause and reflect.",
It usually takes me more than three weeks to prepare a good impromptu speech.,
